dialog_id	en	filename	duration	postpause	speaker_id
	Tactical 9_6: Harbor				
s9_t6_intro	When the Doctors' minions found out we were coming, they started draining the Ether into the river.	s9_t6_intro_00	3	0	morbid
s9_t6_intro	We had to make haste, if we were to secure anything at all!	s9_t6_intro_01	3	0	morbid
s9_t6_deadbutether	The minions were dead, but the Ether was still flowing into the river.	s9_t6_deadbutether	3	0	morbid
s9_t6_ethersecured1	We closed the valve on the first tank. The trip would not be completely in vain.	s9_t6_ethersecured1	3	0	morbid
s9_t6_ethersecured2	The second valve was closed with some Ether still in the keg.	s9_t6_ethersecured2	3	0	morbid
s9_t6_ethersecured3	The final keg was now secure. We made quite a capable team.	s9_t6_ethersecured3	3	0	morbid
s9_t6_killremaining	All that remained was the unfortunate business of eliminating the witnesses.	s9_t6_killremaining	3	0	morbid
s9_t6_etherlost	The tanks were empty and the Ether floated downstream, useless to everyone.	s9_t6_etherlost	3	0	morbid
s9_t6_allkilled_etherplus	The Doctors' minions were dead and the Ether was secured.	s9_t6_allkilled_etherplus_00	3	0	morbid
s9_t6_allkilled_etherplus	It was a victory worthy of Nelson or Wellington.	s9_t6_allkilled_etherplus_01	3	0	morbid
s9_t6_allkilled_etherfailed	While we did not secure much Ether, we at least crippled the Doctors' operations there.	s9_t6_allkilled_etherfailed_00	3	0	morbid
s9_t6_allkilled_etherfailed	And that felt like victory.	s9_t6_allkilled_etherfailed_01	3	0	morbid
	Tactical 9_7: Quarry Showdown				
s9_t7_s1_intro	I first suspected your grudge against me when I was surrounded by armed thugs.	s9_t7_s1_intro_00	3	0	morbid
s9_t7_s1_intro	But I was shocked when it became clear you'd told them to terminate my life. I shot first.	s9_t7_s1_intro_01	3	0	morbid
s9_t7_s1_intro	Idiots. I told them to disarm you. But don't worry. We'll get to the killing.	s9_t7_s1_intro_02	3	0	libertee
s9_t7_s1_desertersdead	I made it my mission to find you and explain our apparent misunderstanding.	s9_t7_s1_desertersdead	3	0	morbid
s9_t7_s1_flare	I spotted fire in the distance and decided to investigate.	s9_t7_s1_flare	3	0	morbid
s9_t7_s1_flare_alt	I spotted fire in the distance. I made a note to investigate once the thugs were dead.	s9_t7_s1_flare_alt	3	0	morbid
s9_t7_intro	Now you know everything. I admit, I did not treat you too tenderly.	s9_t7_intro_00	3	0	morbid
s9_t7_intro	But has anyone? I at least empowered you to do your own bidding.	s9_t7_intro_01	3	2	morbid
s9_t7_intro	So kill me, if you will. Without you, I have no reason to go on.	s9_t7_intro_02	3	0	morbid
s9_t7_killed	You stole my freedom. You disfigured me with your experiments. You are no better than the slavers.	s9_t7_killed	3	0	libertee
s9_t7_foes	Who is that?!	s9_t7_foes_00	3	0	libertee
s9_t7_foes	Duval's men, no doubt. It was... a setup.	s9_t7_foes_01	3	0	morbid
s9_t7_subdued	Stop whining, old man. You're one sick bastard. But I won't be the one to kill you.	s9_t7_subdued_00	3	0	libertee
s9_t7_subdued	You are truly the superior human being I have been looking for, Libertee!	s9_t7_subdued_01	3	0	morbid
s9_t7_subdued	Save it!	s9_t7_subdued_02	3	0	libertee
s9_t7_subdued_foes	Wh-- who are these people?!	s9_t7_subdued_foes_00	3	0	libertee
s9_t7_subdued_foes	Duval's men, no doubt! They seem to have us surrounded!	s9_t7_subdued_foes_01	3	0	morbid
s9_t7_noduval_first	I can't see Duval anywhere!	s9_t7_noduval_first	3	0	libertee
s9_t7_noduval_second_lib	He must be hiding.	s9_t7_noduval_second_lib	3	0	libertee
s9_t7_noduval_second_doc	No doubt he's skulking in the back somewhere, the coward.	s9_t7_noduval_second_doc	3	0	morbid
s9_t7_reinforcements	There he is!	s9_t7_reinforcements	3	0	libertee
s9_t7_duvaldead	Rest in pieces, Duval.	s9_t7_duvaldead	3	0	libertee
s9_t7_duvaldead_morbid	Good riddance, I say!	s9_t7_duvaldead_morbid	3	0	morbid
s9_t7_ending_gorman	What now, Libertee?	s9_t7_ending_gorman	3	1	morbid
s9_t7_ending_libertee	I've got my freedom. But there's others waiting for it too. It's time to help them get it.	s9_t7_ending_libertee	3	0	libertee
