text_id	en	format
blueprint_desc	A set of schematics for new technology.	
mechanical_parts_name	Assorted Parts	
mechanical_parts_desc	Assorted machine parts for versatile repairs.	
plans_name	Plans	
plans_desc	Detailed architectural drawings of a monumental construction.	
trumercliff_notes_name	Trumercliff's Notes	
trumercliff_notes_desc	A set of seemingly random, meaningless notes.	
	shootable objects	
shootable_s8_pigeon_cage	Pigeon Cage	
shootable_bottle	Blood Vial	
	ricochet objects	
ricochet_object_anvil	Anvil	
ricochet_object_aztecvase	Native Vase	
ricochet_object_bucket	Bucket	
ricochet_object_cauldron	Cauldron	
ricochet_object_milkcan	Milk Can	
ricochet_object_grinder	Grinder	
ricochet_object_stove	Stove	
ricochet_object_washtub	Wash Tub	
ricochet_object_bell	Bell	
ricochet_object_crucible	Crucible	
ricochet_object_urn	Urn	
ricochet_object_washboard	Washboard	
ricochet_object_waterpump	Water Pump	
