dialog_id	en	filename	duration	postpause	speaker_id
s2_hideout_everyone_dead	Cervantes approached DeLear's body.	s2_hideout_everyone_dead_00	5	1	death
s2_hideout_everyone_dead	One look at his face and the Inquisitor knew he’d been hoodwinked.	s2_hideout_everyone_dead_01	5	1	death
s2_hideout_everyone_dead	The dead man was a decoy. An imposter.	s2_hideout_everyone_dead_02	5	1	death
s2_hideout_everyone_dead	Cervantes spat on the corpse and left in a furious huff.	s2_hideout_everyone_dead_03	5	1	death
s2_before_raum	Cervantes was enraged.	s2_before_raum_00	5	1	death
s2_before_raum	He did not like being bamboozled. For that Solomon would pay.	s2_before_raum_01	5	1	death
s2_raum_targets_dead	Every member of the Order that Raum identified was dead.	s2_raum_targets_dead_00	5	1	death
s2_raum_targets_dead	It was time for the Inquisitor to meet up with him again.	s2_raum_targets_dead_01	5	1	death
s2_heading_for_church	Raum’s vision directed the Inquisitor towards a house of worship.	s2_heading_for_church_00	5	1	death
s2_heading_for_church	The mystic assured him that DeLear would be there.	s2_heading_for_church_01	5	1	death
s2_church_start_front	The guards of the Order drew their guns as soon as they spotted them.	s2_church_start_front_00	5	1	death
s2_church_start_front	Something important was going on in that church.	s2_church_start_front_01	5	1	death
s2_church_start_back	A tunnel enabled them to enter the premises unseen.	s2_church_start_back_00	5	1	death
s2_church_start_back	The church was heavily guarded.	s2_church_start_back_01	5	1	death
s2_church_start_back	Something important was going on in there.	s2_church_start_back_02	5	1	death
s2_church_enter	To Cervantes' surprise, there was but one lone soul inside the church.	s2_church_enter_00	5	1	death
s2_church_enter	Her name was Sister Rosario Aiza and she was a prisoner of the Order.	s2_church_enter_01	5	1	death
s2_church_assembled	Sister Rosa was a supporter of the Order until she discovered DeLear was using a clairvoyant to stay one step ahead of their enemies.	s2_church_assembled_00	5	1	death
s2_church_assembled	Believing this was blasphemy, she tried to turn the others against him.	s2_church_assembled_01	5	1	death
s2_church_assembled	That’s when DeLear imprisoned her in the church.	s2_church_assembled_02	5	1	death
s2_church_assembled	He would use her as bait to lure the Grand Inquisitor into a trap.	s2_church_assembled_03	5	1	death
s2_church_assembled	She prayed for deliverance, not realizing that her prayers were answered by the forces of darkness.	s2_church_assembled_04	5	1	death
s2_church_alldead	The final enemy met his end and Sister Rosa was now free.	s2_church_alldead	5	1	death
s2_after_church	Cervantes convinced Sister Rosa that he was a servant of light and wanted what she wanted.	s2_after_church_00	5	1	death
s2_after_church	An end to Solomon DeLear’s blasphemy.	s2_after_church_01	5	1	death
s2_after_church	Rosa directed them to someone who might know the identity of the clairvoyant.	s2_after_church_02	5	1	death
s2_after_church	Gustav Wedholm, a local banker who was once the Order’s paymaster.	s2_after_church_03	5	1	death
s2_after_church	He was an opium addict and an embezzler and was forced to leave in disgrace.	s2_after_church_04	5	1	death
s2_after_church	But because of his former position, he knew the identity of every member of the secret society.	s2_after_church_05	5	1	death
s2_suit_targets_dead	Every member of the Order in the area was dead, but the cipher was still incomplete.	s2_suit_targets_dead_00	5	1	death
s2_suit_targets_dead	The Inquisitor hoped that Wedholm had more information to offer.	s2_suit_targets_dead_01	5	1	death
s2_before_mine	The letter from a supposed ally was an interesting turn of events.	s2_before_mine_00	5	1	death
s2_before_mine	However, the motivations of the sender were a mystery.	s2_before_mine_01	5	1	death
s2_before_mine	Cervantes hoped to finally deal with the clairvoyant who remained a thorn in his side.	s2_before_mine_02	5	1	death
s2_mine_start_1_default	Indeed, the "abandoned" mine was not so abandoned.	s2_mine_start_1_default_00	5	1	death
s2_mine_start_1_default	As they reached the compound, they instantly saw armed men.	s2_mine_start_1_default_01	5	1	death
s2_mine_start_1_cover	The information in the letter about the caravan had been correct.	s2_mine_start_1_cover_00	5	1	death
s2_mine_start_1_cover	Cervantes and his posse took cover behind the wagons.	s2_mine_start_1_cover_01	5	1	death
s2_mine_start_2	They suspected their new friend was locked up in the shed.	s2_mine_start_2	5	1	death
s2_mine_clairvoyant_killed	The clairvoyant was no more.	s2_mine_clairvoyant_killed	5	1	death
s2_mine_rescued	They discovered a young woman, undoubtedly the author of the letter.	s2_mine_rescued	5	1	death
s2_mine_rescued_enemies_left	She agreed to join their cause.	s2_mine_rescued_enemies_left	5	1	death
s2_mine_all_killed	Every member of The Order had been dispatched.	s2_mine_all_killed	5	1	death
s2_mine_mission_complete	Now, they only needed to cut the cipher piece from the clairvoyant's still warm corpse.	s2_mine_mission_complete	5	1	death
s2_after_mine	Cassandra offered her help in bringing the Order down.	s2_after_mine_00	5	1	death
s2_after_mine	But first, she wished to collect her personal effects from the nearby village.	s2_after_mine_01	5	1	death
s2_cass_escape	Cervantes wondered if sending Perez after Cassandra was the best course of action.	s2_cass_escape_00	5	1	death
s2_cass_escape	Even so, he was not one to let go of a grudge. The clairvoyant had to die.	s2_cass_escape_01	5	1	death
s2_cass_escape	He and Sister Rosa would have to do without Perez’s protection from now on.	s2_cass_escape_02	5	1	death
s2_indian_targets	Every member of the Order they knew of was dead.	s2_indian_targets_00	5	1	death
s2_indian_targets	But they were still one cipher piece short.	s2_indian_targets_01	5	1	death
s2_indian_targets	They decided to pay another visit to Dohosan.	s2_indian_targets_02	5	1	death
s2_after_shaman	The Inquisitor was covered in the old shaman's blood, but he had what he came for.	s2_after_shaman_00	5	1	death
s2_after_shaman	The last piece of the cipher.	s2_after_shaman_01	5	1	death
s2_after_shaman	Sister Rosa had vanished, but Cervantes had neither the time nor means to pursue her.	s2_after_shaman_02	5	1	death
s2_after_shaman	Only one thing mattered to the Inquisitor now. The Meteor.	s2_after_shaman_03	5	1	death
s2_after_shaman	It was time to find Raum and put the Cipher to use.	s2_after_shaman_04	5	1	death
s2_cipher_use	The cipher revealed the location of the Sanctuary.	s2_cipher_use	5	1	death
s2_house_start	The Grand Inquisitor reached his destination.	s2_house_start_00	5	1	death
s2_house_start	The end of a very long trail. The Sanctuary.	s2_house_start_01	5	1	death
s2_house_start	Here was where Solomon DeLear would make his last stand.	s2_house_start_02	5	1	death
s2_house_delear_dead	Finally the one and only true Solomon DeLear was dead.	s2_house_delear_dead	5	1	death
s2_house_wave_1_dead	Solomon and all the guards at the Sanctuary were no longer among the living.	s2_house_wave_1_dead_00	5	1	death
s2_house_wave_1_dead	It was time for the Inquisitor and his followers to gather at the meteor and begin the ritual.	s2_house_wave_1_dead_01	5	1	death
s2_house_ritual	Once in position around the meteor, they began to chant their infernal verses.	s2_house_ritual_00	5	1	death
s2_house_ritual	The sound of an approaching mob broke their concentration. Who would dare interfere?	s2_house_ritual_01	5	1	death
s2_house_ritual	Sister Rosa led the righteous multitude, determined to make amends for what she had done.	s2_house_ritual_02	5	1	death
s2_house_ritual_accelerate	Cervantes knew the ritual could be quickened by igniting the skull torches in the garden.	s2_house_ritual_accelerate	5	1	death
s2_house_ritual_complete	The blast from the meteor could be heard for hundreds of miles.	s2_house_ritual_complete_00	5	1	death
s2_house_ritual_complete	It melted off Raum’s flesh to reveal his true form: an abomination; a demon.	s2_house_ritual_complete_01	5	1	death
s2_house_aiza_dead	Sister Rosa’s demise gave Cervantes a feeling of perverse satisfaction.	s2_house_aiza_dead	5	1	death
s2_house_wave_2_dead	The last remnants of the Order were finally gone and the Inquisitor's quest was over.	s2_house_wave_2_dead	5	1	death
	Scenario 3: Graveyard Shift				
s3_t1_01	Your father kept to the shadows.	s3_t1_01_00	5	1	death
s3_t1_01	Masquerading as one of the evildoers, he edged closer to the jail where Harrington was held.	s3_t1_01_01	5	1	death
s3_t1_01	A shootout could get Harrington killed, so your father weighed his options.	s3_t1_01_02	4	1	death
s3_t1_02	By staying to the shadows, your father freed Oswald Harrington without firing a shot.	s3_t1_02_00	4	1	death
s3_t1_02	The old bounty hunter told him that those running roughshod over the town were possessed by something wicked.	s3_t1_02_01	4	1	death
s3_t1_02	As the bulk of them were busy chasing down the fleeing townsfolk,	s3_t1_02_02	4	0	death
s3_t1_02	Harrington suggested they dispatch those that remained.	s3_t1_02_03	4	1	death
s3_t1_03	At the sound of the first shots, Harrington managed to free himself from his binds,	s3_t1_03_00	4	0	death
s3_t1_03	injuring his wrist in the process.	s3_t1_03_01	4	1	death
s3_t1_03	He told your father that those running roughshod over the town were possessed by something wicked.	s3_t1_03_02	4	1	death
s3_t1_03	As the bulk of them were busy chasing down the fleeing townsfolk,	s3_t1_03_03	4	0	death
s3_t1_03	Harrington suggested they dispatch those that remained.	s3_t1_03_04	4	1	death
s3_t1_04	Your father forced the guard to open Harrington's cell.	s3_t1_04_00	4	1	death
s3_t1_04	The old bounty hunter told him that those running roughshod over the town were possessed by something wicked.	s3_t1_04_01	4	1	death
s3_t1_04	As the bulk of them were busy chasing down the fleeing townsfolk,	s3_t1_04_02	4	1	death
s3_t1_04	Harrington suggested they dispatch those that remained.	s3_t1_04_03	4	1	death
s3_t1_05	The marauders that remained in town were dead.	s3_t1_05_00	4	1	death
s3_t1_05	Your father and Harrington prepared for the return of their confederates.	s3_t1_05_01	4	1	death
s3_t1_06	They hid in the shadows, high above.	s3_t1_06_00	4	1	death
s3_t1_06	As their enemies returned, they gathered on the main square.	s3_t1_06_01	4	1	death
s3_t1_06	Their leader addressed them in some odd, unfamiliar tongue.	s3_t1_06_02	4	1	death
s3_t1_07	Your father and Harrington cut down those unsuspecting evildoers.	s3_t1_07	4	1	death
s3_t1_08	The town was cleansed of whatever evil had possessed it.	s3_t1_08_00	4	1	death
s3_t1_08	Your father, the Undertaker, could now take up his true purpose.	s3_t1_08_01	4	1	death
s3t2_01	Your father asked Harrington to end his life.	s3t2_01_00	4	1	death
s3t2_01	He saw no other way to protect the innocent from his curse.	s3t2_01_01	4	1	death
s3t2_01	The old bounty hunter agreed, promising to give your father a proper burial.	s3t2_01_02	4	1	death
s3t2_02	The shot that was to kill your father only wounded him.	s3t2_02_00	4	1	death
s3t2_02	The Undertaker’s time had not yet come - he still had a larger role to play.	s3t2_02_01	4	1	death
s3t2_02	And that’s when he saw a great evil approach:	s3t2_02_02	4	1	death
s3t2_02	a demonic prince intent on disturbing the peace of the dead.	s3t2_02_03	4	1	death
s3t2_02	Your Father reached for his weapon - He would battle the plague he had brought upon this land.	s3t2_02_04	4	1	death
s3t2_03	The Demon Prince approached the first brazier and the fire disappeared.	s3t2_03	4	1	death
s3t2_04	The mere presence of his cold, dark soul extinguished the second.	s3t2_04	4	1	death
s3t2_05	The third brazier lost its flame when the demon came near.	s3t2_05	4	1	death
s3t2_06	The final fire was then snuffed out.	s3t2_06_00	4	1	death
s3t2_06	Stygian darkness replaced all hope.	s3t2_06_01	4	1	death
s3t2_06	The souls of the townsfolk were doomed to oblivion.	s3t2_06_02	4	1	death
s3t2_07	One of the braziers was blown out.	s3t2_07_00	4	1	death
s3t2_07	Full protection from the darkness was no longer possible.	s3t2_07_01	4	1	death
s3t2_08	The Demon Prince and his followers were finally defeated.	s3t2_08	4	1	death
s3t2_09	The Demon Prince fell dead. But not for long.	s3t2_09_00	4	1	death
s3t2_09	He used his dark powers to take control of one of his followers.	s3t2_09_01	4	1	death
s3t3_01	The Undertaker and the bounty hunter approached the abandoned sawmill.	s3t3_01_00	4	1	death
s3t3_01	They needed to find Reverend Ashmore. Hopefully more alive than dead.	s3t3_01_01	4	1	death
s3t3_01	They would either stumble into him by chance, in one of the buildings,	s3t3_01_02	4	0	death
s3t3_01	or beat the truth out of the Mad King.	s3t3_01_03	4	1	death
s3t3_02	In a rush of lucidity, the Mad King revealed the good reverend’s location.	s3t3_02	4	1	death
s3t3_03	The reverend was alive.	s3t3_03_00	4	1	death
s3t3_03	Locked up in a shed.	s3t3_03_01	4	1	death
s3t3_04a	The crate contained much needed food supplies.	s3t3_04a	4	1	death
s3t3_04b	More food was found. A blessing indeed.	s3t3_04b	4	1	death
s3t3_04c	A third crate was also packed with rations.	s3t3_04c	4	1	death
s3t3_04d	More found food. A real cornucopia.	s3t3_04d	4	1	death
s3t3_05	As the reverend promised his saviors a lifetime of prayers,	s3t3_05_00	4	0	death
s3t3_05	the Undertaker looked for a way out of there.	s3t3_05_01	4	1	death
s3t3_05	Ashmore pointed out a boat they could use to escape downstream.	s3t3_05_02	4	1	death
s3t3_06	They climbed aboard the boat and navigated downstream.	s3t3_06_00	4	1	death
s3t3_06	Relief flooded all three as they left that wicked place behind.	s3t3_06_01	4	1	death
s3t4_01	The posse approached the hideout at dawn.	s3t4_01_00	4	1	death
s3t4_01	The altar where blood sacrifices were made gave the demon his ability to control his followers' bodies.	s3t4_01_01	4	1	death
s3t4_01	They could destroy the altar or kill his disciples.	s3t4_01_02	4	1	death
s3t4_01	Either one would stop the Demon Prince from resurrecting.	s3t4_01_03	4	1	death
s3t4_01	The three vessels filled with the blood of his believers strengthened the demon’s ungodly powers.	s3t4_01_04	4	1	death
s3t4_01	Destroying these vessels would cripple the fiend.	s3t4_01_05	4	1	death
s3t4_02	With the vessel shattered, the demon suddenly lost his vitality.	s3t4_02	4	1	death
s3t4_03	Blood spilled on the floor and the demon lost a bit of his speed.	s3t4_03	4	1	death
s3t4_04	As the vessel fell apart, so did the demon's protective aura.	s3t4_04	4	1	death
s3t4_05	The altar lay in ruins.	s3t4_05_00	4	1	death
s3t4_05	The demon could no longer return to fight in the mortal form of another.	s3t4_05_01	4	1	death
s3t4_05	It was time to send this evil creature back to hell.	s3t4_05_02	4	1	death
s3t4_06	The demon's followers were all dead.	s3t4_06_00	4	1	death
s3t4_06	Without a vessel, he could not return.	s3t4_06_01	4	1	death
s3t4_06	It was time to send this evil creature back to hell.	s3t4_06_02	4	1	death
s3t4_07	The demon returned in the body of one of his worshippers.	s3t4_07	4	1	death
s3t4_08	The fiend was no longer anchored in the realm of the living.	s3t4_08_00	4	1	death
s3t4_08	With its demise, your father found a new path. A new ambition.	s3t4_08_01	4	1	death
s3t4_08	His final destination, his place to find redemption, was now… with you.	s3t4_08_02	4	1	death
	Scenario 4: On Earth as It Is in Hell				
s4_t1_intro	The battlefield echoed with rallying cries of your father’s enemies.	s4_t1_intro	4	1	death
s4_t1_shriek	An otherwordly shriek pierced the night air.	s4_t1_shriek	4	1	death
s4_t1_demonrespawn	The demon was reborn in a flash of burning brimstone.	s4_t1_demonrespawn_00	4	1	death
s4_t1_demonrespawn	But there was a way to sever its connection to this world.	s4_t1_demonrespawn_01	4	1	death
s4_t1_complete	Later on, your father questioned a survivor to suss out your location.	s4_t1_complete_00	4	1	death
s4_t1_complete	He revealed where you were headed. Your father, the Undertaker, would confront you there.	s4_t1_complete_01	4	1	death
s4_t2_intro	If half of what you heard about Hardin was true, he was an irredeemable scumbag.	s4_t2_intro_00	4	1	death
s4_t2_intro	But a man with nothing left to lose was just the kind of man you needed.	s4_t2_intro_01	4	1	death
s4_t2_combatintro	Things didn't go exactly as planned.	s4_t2_combatintro_00	4	1	death
s4_t2_combatintro	Despite the odds, you still needed to get Hardin out of there.	s4_t2_combatintro_01	4	1	death
s4_t2_meeting_hardin	Hardin's female guard was strong and imposing.	s4_t2_meeting_hardin_00	4	1	death
s4_t2_meeting_hardin	She offered to join you in Hardin’s stead.	s4_t2_meeting_hardin_01	4	1	death
s4_t2_meeting_hardin	Only one of them would leave this room alive.	s4_t2_meeting_hardin_02	4	1	death
s4_t2_freehardin	Hardin's guard was strong and imposing.	s4_t2_freehardin_00	4	1	death
s4_t2_freehardin	You couldn't release Hardin with her around.	s4_t2_freehardin_01	4	1	death
s4_t2_hardinfreed	Free from his binds, Hardin thanked you and cursed those who betrayed him.	s4_t2_hardinfreed_00	4	1	death
s4_t2_hardinfreed	Of course, he had no idea why you freed him in the first place.	s4_t2_hardinfreed_01	4	1	death
s4_t2_hardinfreed_b	But there was too much shooting to be done to discuss that now.	s4_t2_hardinfreed_b	4	1	death
s4_t2_lulujoined	Lulu the courtesan congratulated you on your splendid choice.	s4_t2_lulujoined	4	1	death
s4_t2_lulujoined_b	But now you needed to clear out a lot of her angry associates.	s4_t2_lulujoined_b	4	1	death
s4_t2_subduedassistant	The assistant gave up the keys to the madam's office fairly willingly.	s4_t2_subduedassistant	4	1	death
s4_t2_safecracked	Madame Bai-Bai was wealthier than you expected.	s4_t2_safecracked	4	1	death
s4_t2_alldead	With every enemy dispatched, the whorehouse was uncommonly silent.	s4_t2_alldead	4	1	death
s4_t2_alldead_b	But it was time to leave.	s4_t2_alldead_b	4	1	death
s4_t3_c_intro1	Escaped convicts held Henry Persons for ransom.	s4_t3_c_intro1	4	1	death
s4_t3_c_intro2	But this band of opium fiends had bitten off more than they could chew.	s4_t3_c_intro2	4	1	death
s4_t3_c_opium1	You recovered a supply of opium.	s4_t3_c_opium1	4	1	death
s4_t3_c_opium2	Another crate recovered. That would fetch a pretty penny.	s4_t3_c_opium2	4	1	death
s4_t3_c_personsdead	You were too late; Persons was dead.	s4_t3_c_personsdead	4	1	death
s4_t3_c_personsdead_kill	These fiends were going to pay for that.	s4_t3_c_personsdead_kill	4	1	death
s4_t3_c_personsdead_end1	Hopefully, Ochoa was competent enough to replace him.	s4_t3_c_personsdead_end1	4	1	death
s4_t3_c_personsdead_end2	But your posse was one man down.	s4_t3_c_personsdead_end2	4	1	death
s4_t3_c_outro	The opium fiends were no more.	s4_t3_c_outro	4	1	death
s4_t3_c_outro_bh_lives	Hopefully, Ochoa would prove to be competent enough to replace Persons.	s4_t3_c_outro_bh_lives	4	1	death
s4_t3_c_outro_bh_dead	But your posse was one man down.	s4_t3_c_outro_bh_dead	4	1	death
s4_t3_bh_intro	Even the Wizard's best men couldn't stop you.	s4_t3_bh_intro	4	1	death
s4_t3_bh_intro_opium	Stealing the opium stash would add insult to injury.	s4_t3_bh_intro_opium	4	1	death
s4_t3_bh_released	Persons thanked you politely for the rescue.	s4_t3_bh_released	4	1	death
s4_t3_bh_released_kill	He was eager to fight back against his oppressors.	s4_t3_bh_released_kill_00	4	1	death
s4_t3_bh_released_kill	In fact, he refused to leave until they were all dead.	s4_t3_bh_released_kill_01	4	1	death
s4_t3_bh_released_done	He was rather disappointed that there was no one left to kill.	s4_t3_bh_released_done_00	4	1	death
s4_t3_bh_released_done	But he promised to ride with you as long as he could have some payback.	s4_t3_bh_released_done_01	4	1	death
s4_t3_bh_killedeveryone	Henry Persons inhaled deeply, enjoying the smell of fresh blood and spent gunpowder.	s4_t3_bh_killedeveryone_00	4	1	death
s4_t3_bh_killedeveryone	His contented smile was a clear indication of how truly insane he was.	s4_t3_bh_killedeveryone_01	4	1	death
s4_t3_bh_missionendpinkydied	You wiped out the rest of the outlaws.	s4_t3_bh_missionendpinkydied_00	4	1	death
s4_t3_bh_missionendpinkydied	But Henry Persons was also dead and your posse was one man down.	s4_t3_bh_missionendpinkydied_01	4	1	death
s4_t4_w_intro	And so you arrived in Purgatory.	s4_t4_w_intro_00	4	1	death
s4_t4_w_intro	Where your own father, the Undertaker, would try to put an end to your fool’s errand.	s4_t4_w_intro_01	4	1	death
s4_t4_u_intro	Your father was used and abused and discarded by the same dark forces that dominate you now.	s4_t4_w_intro_02	4	1	death
s4_t4_u_intro	I gave him purpose. A chance at redemption. For if he can stop you, he can set things right.	s4_t4_w_intro_03	4	1	death
s4_t4_purpose	Because of you, those in purgatory cannot move on.	s4_t4_purpose_00	4	1	death
s4_t4_purpose	You exist between life and death and that has disrupted the natural order.	s4_t4_purpose_01	4	1	death
s4_t4_reasoning	You must know by now that all your suffering has been orchestrated.	s4_t4_reasoning_00	4	1	death
