text_id	en	format
tutorial_panel_fanning	Fanning fires 3 bullets in quick succession.	
tutorial_panel_end	That's it for the tutorial.<br>You're on your own now.	
	setup tutorial	
tutorialsetup_popup_intro_h	SETUP STAGE	
tutorialsetup_popup_intro	This mission starts with a setup stage. Enemies don't expect an attack and won't shoot on sight.	
tutorialsetup_popup_cone	They won't bother until you attack or cross their cone of view. Character heat determines cone size.	
tutorialsetup_popup_suspicious	The additional number on a suspicious enemy icon says how many turns they will start combat.	
tutorialsetup_popup_subdue	Use the subdue ability to delay their reaction. Subdue doesn't start combat.	
tutorialsetup_popup_repeat	You can subdue an enemy repeatedly with one character and proceed with the other one.	
tutorialsetup_popup_usage	Use the setup stage to prepare for combat and advance objectives, i.e. lock the guards inside the house.	
tutorialsetup_popup_cheech	Careful: Cheech knows you and will react right away if he recognizes you.	
tutorialsetup_popup_jaildoor	Careful: jail door is guarded and opening it will start combat.	
tutorial_panel_ok	OK	
	Additional Scenario 7 text	
7_5_MexicoVillageAlt_name	It was high time you fixed what you'd broken. And kill all the misfits who were flocking to town.	
s7_mexicantown_revisit_desc	The town had been a mess ever since you killed the crime lord. It was time to finish what you started.	
s7_mexicantown_revisit_attack	Yes, it was.	t
s7_mexicantown_revisit_later	No, it wasn't.	x
s7_t1_openbox	Open the box.	
